formula,Tc
Fe0.02Sc0.05Zr0.93,0.35
Ir0.165Rh0.165Os0.67,0.35
Ni0.22V0.78,0.35
P1Pd3,0.35
Pt2Sr1,0.35
Nb5Si3,0.345
Pd0.72W0.28,0.345
Al2Pt1,0.343333
B0.057Si0.943,0.34
Ir0.9Re0.1,0.34
Au5Ca1,0.34
Ag3.3Al1,0.34
Co0.28Y0.72,0.34
Ir0.73Os0.17Ru0.1,0.34
Cr0.1Ru0.9,0.34
Co1Y3,0.34
Au0.875Sn0.125,0.33
Au0.635Ge0.205Yb0.16,0.325
Ti1,0.324
Pr0.342Th0.658,0.32
Sc0.01Zr0.99,0.32
Cs1V6S8,0.32
Co0.015Ru0.985,0.32
Au0.4Ge0.6,0.32
Ge0.937Te1,0.311
Co0.032Mo99.968,0.31
C8K1,0.30475
Th0.998U0.2,0.304
Ge3Nb5,0.303333
Sr1Ti0.97Zr0.03O3,0.3
Mo1Te2,0.3
Ag7F1O8,0.3
Cu3Na2S3,0.3
Zn2Zr1,0.296667
Ir0.9Mo0.1,0.29
Pt0.06Ru0.94,0.29
Au1Sb2,0.29
Ir0.56Os0.24Rh0.2,0.28
Ir0.14Ru0.86,0.28
Au0.8In0.2,0.28
Mg7Zn3,0.28
N0.3S0.7,0.275
Ir0.49Os0.21Rh0.3,0.27
Ta1Se0.7Te1.3,0.27
Co0.022Ru0.978,0.27
Rh0.105Ru0.895,0.27
Au0.9Ga0.1,0.264
Al0.998Mn0.002,0.262
N1S1,0.26
Ir0.85V0.15,0.26
Cr3Ir1,0.256
Pt3V1,0.254
B1Mo1,0.25
Ir0.66Mo0.34,0.25
Co0.027Ru0.973,0.25
B1Ta1.5W0.5,0.25
Ir0.56Re0.14Rh0.3,0.25
Ir0.7Os0.3,0.24835
Ge0.95Te1,0.246
Cu0.81Ge0.19,0.24
Cd0.96Mg0.04,0.24
Ba6Ge25,0.24
Cu1Y1,0.235
Ir0.9W0.1,0.23
As2Pd5,0.23
Co0.038Mo99.962,0.22
C8K1H0.19,0.22
Au1In2,0.22
Ir0.135Rh0.135Os0.73,0.22
Ir0.6Os0.2Rh0.2,0.22
Ir0.93Re0.07,0.22
O3Sr1Ti1,0.213333
Pt0.73W0.27,0.213
Hf1Mo2,0.210167
Re0.2Ta0.8,0.21
Ga1Hf2,0.21
Pt0.113Ru0.887,0.21
Pd4Se1,0.21
Ir0.22Ru0.78,0.21
Ir0.1Os0.3Rh0.6,0.21
Au0.885Sn0.115,0.21
Al0.5Ge0.5Th2,0.21
As2Mo1,0.205
Ni0.08Ru0.92,0.2
Fe0.6Ni0.4Zr2,0.2
Co0.034Ru0.964,0.2
Ca24Al28O66,0.195
Rh1V3,0.19
Cd0.8Mg0.2,0.185
Cu0.845Sb0.155,0.184
Rh0.2Ru0.8,0.18
Ir0.32Ru0.68,0.18
Ir0.43Ru0.57,0.18
Rh0.6Ru0.4Se2,0.18
Ir0.71Ru0.29,0.18
Ge1Te1,0.178
Al2Zr1,0.175
Cu0.815Ge0.185,0.175
S1N1,0.175
Si2Ta1,0.1725
Ir0.925Nb0.075,0.172
Ge0.963Te1,0.171
Fe1Zr2,0.17
Sn0.965Te1,0.168
Ir0.953Mo0.047,0.168
Au0.92Ga0.08,0.168
Sn0.966Te1,0.167
Fe0.018Ru0.982,0.165
Sn0.975Te1,0.165
Ir0.953W0.047,0.162
Hg1Mg3,0.16
Ir0.825Ru0.1Os0.075,0.16
Cd0.75Mg0.25,0.16
Ir0.725Os0.175Rh0.1,0.16
Al0.02Au0.92Ga0.06,0.158
Cr0.25Mo0.75,0.155
C8.1K1,0.152
Ag7F4O8B1,0.15
Ag7B4F4O8,0.15
Ag7B1F4O8,0.15
Ir0.94Ta0.06,0.15
Ir0.965V0.035,0.147
Cd0.86Mg0.14,0.145
Cu0.825Ge0.175,0.145
Sn0.97Te1,0.143667
Ta1Se2,0.1425
Ir0.96Re0.04,0.142
Ir0.765Ru0.235,0.142
Tl1Bi1Te2,0.141
Ir0.1Rh0.1Os0.8,0.14
Cu1Rh1.5Sn0.5Se4,0.14
Cd0.9Mg0.1,0.138
Ir0.965Nb0.035,0.138
Au0.92Ga0.068In0.012,0.137
C8Cs1,0.135
Ir0.973Mo0.027,0.133
Ir0.75Mo0.25,0.13
Ir0.8Ru0.2,0.13
Cu0.82Ge0.18,0.13
Ir0.46Re0.115Rh0.425,0.13
Au0.92Ga0.06In0.02,0.13
Ir0.97Ta0.03,0.127
Ag0.667Al0.333,0.126
Ir0.925Ta0.075,0.125
Ir0.973W0.027,0.125
Sn0.976Te1,0.125
Ir0.71Mo0.29,0.12
Cu0.84Ge0.16,0.117
Ag0.828Ga0.172,0.116
Ir0.99Ta0.01,0.116
Ir0.98Nb0.02,0.115
Ir0.98V0.02,0.115
Ir0.95Re0.02,0.112
Sc0.05Zr0.95,0.11
Ir0.925Ru0.075,0.11
Mo0.5V0.5,0.11
Ir0.99V0.01,0.11
Ir0.845Ru0.155,0.11
Rh0.32Ru0.68,0.11
Ag0.7Al0.3,0.11
Se2Ta1,0.1075
Ir0.987W0.013,0.107
Ir0.987Mo0.013,0.107
Ag0.625Al0.375,0.106
Ir0.89Ru0.11,0.105
Cd0.7Mg0.3,0.105
Ir0.99Nb0.01,0.102
Al0.04Au0.92Ga0.04,0.101
Sn1Te1,0.1005
La0.15Y0.85,0.1
Ir0.1Os0.25Rh0.65,0.1
Cr0.48V0.52,0.1
Mo0.33Rh0.67,0.1
Ba0.1Sr0.9Ti1O3,0.1
Ag0.65Al0.35,0.1
Ca0.31Sr0.7Ti1O3,0.1
Ir0.765Os0.085Rh0.15,0.096
Ir0.55Os0.15Rh0.3,0.095
Ir0.0875Rh0.0875Os0.825,0.095
Cr0.4Mo0.6,0.095
Ir0.406Os0.174Rh0.42,0.095
In3Rh1,0.095
Mo0.8Nb0.2,0.095
Sn0.98Te1,0.092
Ir1,0.091333
Os0.97Rh0.03,0.09
Co0.07Ru0.93,0.09
Ag0.795Sn0.205,0.09
Ag0.775Sn0.225,0.09
Al0.06Au0.92Ga0.02,0.09
Al0.08Au0.92,0.088
Sn0.97As0.005Te0.995,0.088
Ag0.6Al0.4,0.088
Ge0.976Te1,0.0855
Cu2Sb1,0.085
Cu0.85Ge0.15,0.084
Rh1,0.081384
Pd1V3,0.081
Ir0.4Re0.1Rh0.5,0.08
Sc0.07Zr0.93,0.08
Bi2Pt1,0.0775
Al0.07Au0.92In0.01,0.0763
Ir0.95Rh0.05,0.075
Cu0.83Ge0.17,0.072
Cr0.75Rh0.25,0.072
Cu0.81Sb0.19,0.07
Cr3Rh1,0.07
Ir0.96Pd0.04,0.069
Au0.92Ga0.04In0.04,0.0682
Au0.9In0.1,0.067867
Al0.05Au0.92In0.03,0.0672
Cu0.844Sb0.156,0.067
Ir0.9Ta0.1,0.067
Ag2F1,0.066
Ir0.9Pt0.1,0.066
Ag0.82Sn0.18,0.066
Ag2I1,0.066
Ir0.8Ru0.05Rh0.15,0.064
Ir0.07Rh0.07Os0.86,0.064
Hf1,0.064
Al0.06Au0.92In0.02,0.0619
Pb0.996Tl0.004Te1,0.061
Al0.0563Au0.92In0.0237,0.0609
Ag0.815Sn0.185,0.06
Ir0.89Rh0.11,0.06
Ir0.9Nb0.1,0.06
Sn0.97As0.017Te0.983,0.058
Al0.04Au0.92In0.04,0.0555
Ir0.75Os0.05Rh0.2,0.055
Ag0.825Sn0.175,0.055
Ir0.2Ru0.3Rh0.5,0.055
Cu0.86Si0.14,0.054
Fe0.031Ru0.969,0.054
Ir0.984Ni0.016,0.052
Sn0.97As0.015Te0.985,0.051
Ag5Pb2O6,0.0502
Ir0.7Ru0.1Rh0.2,0.05
Ir0.125Os0.2Rh0.675,0.05
Ir0.95Pd0.05,0.05
Sn0.97As0.006Te0.994,0.048
Sn0.97As0.01Te0.99,0.048
Cu0.81Ga0.19,0.048
Al2Au1,0.0475
Cu0.786Sb0.214,0.047
Ag0.835Sn0.165,0.047
Au0.95Sn0.05,0.047
Ir0.91Pd0.09,0.047
Sn0.985Te1,0.0466
Ir0.8Pt0.2,0.046
Co0.004Ir0.996,0.046
Cr0.476Mo0.524,0.045
Al0.03Au0.92In0.05,0.045
Au0.92Ga0.02In0.06,0.0425
Au0.91In0.09,0.0423
Ir0.54Os0.1Rh0.36,0.038
Sn0.97As0.007Te0.993,0.038
Os0.32Rh0.68,0.0376
Ag0.845Sb0.155,0.037
Ir0.83Pd0.045Pt0.125,0.037
Ir0.88Pd0.12,0.035
Au0.84In0.16,0.035
Al0.02Au0.92In0.06,0.034
Sn0.97As0.022Te0.978,0.0332
Ir0.7Ru0.25Rh0.5,0.033
Ir0.9Pd0.1,0.032
Ir0.775Pt0.175Rh0.05,0.032
Au0.95Ga0.05,0.032
Sn0.97As0.02Te0.98,0.0318
Au0.915In0.085,0.031
Mo0.28Rh0.72,0.03
La0.8Pr0.2Se1,0.03
Ir0.8Rh0.2,0.03
As1Rh1.4,0.03
Cr0.57Mo0.43,0.03
Ir0.72Pt0.08Rh0.2,0.03
Ir0.815Rh0.185,0.028
Al0.01Au0.92In0.07,0.0278
Sn0.99Te1,0.02625
Ir0.75Rh0.25,0.026
Cu0.86Ge0.14,0.025
Ag0.845Sn0.155,0.025
C8Rb1,0.0241
Au0.92In0.08,0.0238
Sn0.97As0.008Te0.992,0.022
Ir0.3Ru0.2Rh0.5,0.02
Sn0.97As0.009Te0.991,0.0195
Ag0.875Ga0.125,0.019
Ag0.885Sb0.115,0.019
Fe0.043Ru0.957,0.018
Au0.93In0.07,0.0164
Mo0.7Nb0.3,0.016
Cd0.6Mg0.4,0.016
W1,0.0157
Ag0.865Sb0.135,0.014
Al0.05Au0.95,0.0138
Sn0.995Te1,0.0138
Sn0.97As0.025Te0.975,0.0138
Mg0.93Pb0.07,0.013
Ag0.7Zn0.3,0.0125
Au0.94In0.06,0.0111
Ag0.81In0.19,0.0074
Ag0.9Ga0.1,0.0065
Pt1,0.004157
Au0.978In0.022,0.0005
